,video_id,trending_date,title,channel_title,category_id,publish_time,tags,views,likes,dislikes,comment_count,description,Days_in_TopTrending,like_rate,willing_to_like,willing_to_comment,like_or_not,category,sub_category
22,wJJqGh2HLM8,2018-02-12 00:00:00,Hope Detector | Hyundai NFL Super Bowl LII,HyundaiUSA,2,2018-02-04 23:31:40,"Hyundai|""Hyundai Super Bowl""|""Hyundai surprise""|""Hyundai commercial""|""Hyundai NFL""|""Hyundai Hope on Wheels""|""Hope on Wheels""|""Super Bowl LII commercial""|""Super Bowl""|""Super Bowl LII""|""big game commercial""|""the big game""|""NFL""|""NFL game""|""JumpLA""|""Hyundai superbowl""|""Hyundai superbowl commercial""|""NFL championships""|""Hyundai Sponsorship""|""super bowl 2018""|""Childhood cancer""|""pediatric cancer""|""security""|""metal detector""|""hope""|""Super Bowl 52""|""World Cancer Day""",15904385,1088,2175,118,"What if metal detectors detected something more? See how we surprised our Hyundai owners at this year's Super Bowl LII.\n\nLearn more about our greatest feature.  https://hyundaius.co/2EGEDh9\n\nSubscribe to Hyundai on YouTube for more of our how-to's, commercials and latest videos: https://www.youtube.com/user/HyundaiUSA\n\nConnect with Hyundai online.\nWebsite: https://www.hyundaiusa.com\nFacebook: https://www.facebook.com/Hyundai/ \nTwitter: https://twitter.com/Hyundai \nInstagram: https://www.instagram.com/hyundaiusa/?hl=en",7,0.3334354888139749,0.0002051635445193,7.419337497174521e-06,0,Autos & Vehicles,great cars series
23,GKBI_bVFSfs,2018-01-26 00:00:00,Sturm Friederike - Grandiose Pilotenleistung am Airport Düsseldorf bei bis zu 110 km/h Seitenwind,HvdH-Plane-Spotter,2,2018-01-18 21:39:58,"HvdH|""HvdH-Film""|""Hans van den Hoevel""|""HvdH.info""|""HvdH-Film.de""|""HvdH-Time-Lapse""|""HvdH-Plane-Spotter""|""Aviation""|""Plane-Spotter""|""Plane-Spotting""|""Strum Friederike""|""Seitenwind Landungen""|""Crosswind""|""Orkan""|""Düsseldorf Flughafen""|""Airport Düsseldorf""|""Storm""|""Crosswind Landing""",5179255,28582,1196,2559,"Super Pilotenleistung bei Windgeschwindigkeiten mit Böen bis 110 km/h. Die Eurowings Dash8 Q400 D-ABQD Flug EW9203 aus Bologna landete bei Extrembedingungen ohne Durchstarten zu müssen.\nUsed Equipment:\n- Video cutting software: Magix Video Deluxe “PRO X”\nhttp://www.magix.com/de/video-pro-x/\n- Heavy Mantona Tripod\n- Panasonic HC-V757\nSony Cyber Shot DSC-HX90V\n- Rhode directional Microphone\nwww.hvdh-plane-spotter.de\nSuchbegriffe:\nSturmtief Friederike NRW, Orkantief Friederieke, Hurricane ,",7,0.9598361206259656,0.0057494755519857,0.0004940865047193,1,Autos & Vehicles,accident
24,S6YYun90S8g,2018-02-14 00:00:00,"The $85,000 Range Rover Velar Is the Coolest Range Rover Ever",Doug DeMuro,2,2018-02-06 16:57:44,"range rover velar|""velar""|""range rover""|""2018 velar""|""new range rover""|""new velar""|""range velar""|""land rover velar""|""cool range rover""|""newest range rover""|""doug demuro""|""demuro""",1291227,24475,1700,6769,"GO READ MY COLUMN! http://autotradr.co/Oversteer\n\nThe 2018 Range Rover Velar is the newest Range Rover ever -- and it's also the coolest. Today I'm reviewing a Range Rover Velar to see why the Velar is so cool -- and to show you everything important about the $85,000 2018 Velar.\n\nFOLLOW ME!\nFacebook - http://www.facebook.com/ddemuro\nTwitter - http://www.twitter.com/dougdemuro\nInstagram - http://www.instagram.com/dougdemuro\n\nDOUGSCORE CHART: https://docs.google.com/spreadsheets/d/1KTArYwDWrn52fnc7B12KvjRb6nmcEaU6gXYehWfsZSo",7,0.9350525310410696,0.0202714162575596,0.0052423005404936,1,Autos & Vehicles,great cars series
25,cqg5oc20nxk,2018-02-13 00:00:00,Official Ram Trucks Super Bowl Commercial | Icelandic Vikings | We Will Rock You,Ram Trucks,2,2018-02-05 00:00:01,"Ram Trucks Commercial|""Ram Super Bowl Commercial""|""Ram Superbowl Ad""|""Ram Superbowl Commercials""|""Ram Icelandic Vikings""|""Ram Queen Song""|""Ram Vikings Super Bowl Commercial""|""Ram We Will Rock You""|""Ram Queen Super Bowl Commercial""|""Ram Viking Truck Commercial""|""Ram Viking Commercial""|""Ram We Will Rock You Commercial""|""Ram Trucks We Will Rock You Super Bowl""|""Ram Trucks We Will Rock You Vikings""|""Ram Trucks Viking Super Bowl Ad""|""Ram Trucks Viking Commercial""|""Ram Trucks Viking Super Bowl""",25244097,6971,1301,875,"The All-New Ram 1500 is designed to take on the most epic adventures, including this one - hauling a horde of Vikings across the Icelandic tundra, towing a massive Viking ship, all while singing a fast-paced version of Queen’s “We Will Rock You.” Their journey continues over sea as they row their Viking ship with their beloved truck in tow to America but are in for a shocking surprise. Luckily, they are driving the only truck that is indeed “built for the unexpected.”\n\n\n\nWith legendary power, performance and dependability, we’re determined to work hard and play even harder, boldly forging ahead to get the job done. \n\nIf you have questions about our products or would like to contact Ram Trucks directly, please use the Contact Us option from our website: www.ramtrucks.com\n\nSubscribe to the Ram Trucks YouTube channel: https://www.youtube.com/ramtrucks \n\nFollow Ram Trucks on Social:\n• Facebook: http://facebook.com/ramtrucks \n• Twitter: http://twitter.com/ramtrucks \n• Instagram: https://instagram.com/ramtrucks/ \n• Tumblr: http://ramtrucks.tumblr.com/ \n• RamZone Blog: http://blog.ramtrucks.com/",7,0.8427224371373307,0.0003276805662725,3.466156860354324e-05,0,Autos & Vehicles,commerical
26,EUwzWHD3Htg,2018-02-20 00:00:00,Range Rover Sport – Dragon Challenge,Land Rover,2,2018-02-12 00:04:16,"Land Rover|""Range Rover""|""Range Rover Sport""|""Tianmen""|""Mountain""|""National park""|""Stairs""|""99 turns""|""99""|""999 steps""|""Heaven's gate""|""China""|""Dragon Challenge""|""Ho-Pin""|""Challenge""|""steps""|""Tung""|""Plug-In Hybrid""|""mountain road""",2396459,38119,922,1927,"Land Rover presents the Dragon Challenge: 99 hair-raising turns and 999 ferocious steps standing between the Range Rover Sport Plug-In Hybrid and Heaven’s Gate on Tianmen Mountain, China. Our most extreme test of performance and capability ever attempted.\n \nWatch the Dragon Challenge playlist here: http://bit.ly/2BTH3L1 \nVisit http://bit.ly/2H10r84 and explore the Range Rover Sport.",7,0.9763838016444252,0.0162911195225956,0.0008041030537138,1,Autos & Vehicles,accident
27,Y1n8F4uClUU,2017-11-26 00:00:00,FIA GT World Cup 2017. Qualification Race Macau Grand Prix. Huge Pile Up,CrashRacing,2,2017-11-18 04:57:43,"GT Series|""Qualification Race""|""Macau Grand Prix""|""FIA GT World Cup""|""Pile Up""|""traffic jam""|""start""|""1st lap""|""big crash""|""carnage""|""racing""|""wtf""|""Circuito da Guia""|""Sports car racing""|""Guia Circuit""|""Macau Peninsula""|""Macau (China)""|""#MacauGP""|""red flag""|""Hiroki Yoshimoto""|""Chaz Mostert""|""Fabian Plentz""|""Robin Frijns""|""Darryl O'Young""|""Romain Dumas""|""Mirko Bortolotti""|""Marco Wittmann""|""Renger Van der Zande""|""Felix Rosenqvist""|""Lucas di Grassi""|""#GTWorldCup""|""Meanwhile at Macau""|""Macau street circuit""",3460380,17465,1099,2794,Meanwhile in Macau,7,0.9407993966817496,0.0053647287292147,0.0008074257740479,1,Autos & Vehicles,accident
28,sScTRKljFUs,2018-02-27 00:00:00,360° view of Renault R.S.18,Renault Sport,2,2018-02-20 14:55:27,"F1|""Formula 1""|""Formula One""|""Reveal F1""|""Reveal""|""Reveal Renault F1""|""Renault Sport Formula One Team""|""R.S.18""|""Renault R.S.18""|""Motorsport""|""Racing""|""Fast""|""Speed""",58519,381,4,51,"Discover the new Renault Sport Formula One Team car, Renault R.S.18, in 360°.",6,0.9896103896103896,0.006579059792546,0.0008715118166749,1,Autos & Vehicles,great cars series
29,qqOR3qXyTY0,2018-02-26 00:00:00,"Dodging tumbleweeds on the freeway in Echo, Oregon",fuzywazacolin,2,2018-02-19 06:25:18,"Freeway|""tumbleweed""|""Oregon""",25513,60,3,25,"(For licensing or usage, contact licensing@viralhog.com)",6,0.9523809523809524,0.0024693293615019,0.0009798926037706,1,Autos & Vehicles,
30,U0hAC8O7RoI,2017-11-20 00:00:00,"I TOOK THE $3,000,000 LAMBO TO CARMAX! They offered me......",hp_overload,2,2017-11-13 01:43:12,"carmax|""lamborghini miura""|""miura carmax""|""lamborghini carmax""|""took lamborghini to carmax""|""supercar carmax""|""selling my car at acrmax""|""lambo carmax""|""stradman""|""vehicle virgins""|""doug demuro""",1694708,43997,6027,3608,Finally took the Miura to Carmax! Hope you enjoyed!\nMake sure to subscribe and follow me on Instagram @Hp_overload,6,0.8795178314409083,0.0295177694328462,0.0021289803317149,0,Autos & Vehicles,great cars series
31,_KEN-cxmGw8,2017-12-05 00:00:00,What Jeremy Clarkson thinks about Tesla,Mashable Daily,2,2017-11-28 19:27:30,"tech|""uk""|""tesla""|""top gear""|""jeremy clarkson""|""tesla model x""|""the grand tour""|""tesla roadster""",1108618,9984,1327,2639,"Elon Musk and Jeremy Clarkson are definitely not the best of friends, but The Grand Tour host is finally warming up to the idea of electrical cars.\n\nFor more videos, subscribe to Mashable News: http://on.mash.to/SubscribeNews\n\nVisit Mashable on the web: http://mashable.com/\n\nGive us a follow:\nFacebook: https://www.facebook.com/mashable/\nTwitter: https://twitter.com/mashable\nInstagram: https://www.instagram.com/mashable/",6,0.8826805764300238,0.0102027930269939,0.0023804412340409,0,Autos & Vehicles,great cars series
32,hXzcIoq2ing,2017-12-01 00:00:00,I just bought the most ridiculous car,Simone Giertz,2,2017-11-24 18:35:34,"electric car|""electric vehicle""|""comuta car""|""citicar""|""tesla""|""lithium batteries""|""compact car""|""small car""|""weird car""|""fun cars""",633103,23991,820,2582,"I'M OBSESSED WITH MY ELECTRIC COMUTA CAR. All I want is to work on her. I didn't know I liked cars. Nobody has told me that I like cars. But I think I might be a budding gear head.\n\n👇 places where I post stuff 👇\nPATREON: https://www.patreon.com/simonegiertz\nTWITTER: http://twitter.com/simonegiertz\nFACEBOOK: https://www.facebook.com/simonegiertz/\nINSTAGRAM: https://instagram.com/simonegiertz/\nMERCHANDISE: http://simonegiertz.merchlabs.com/\n\nThanks Scott Lawrie for filming, Casey Redmon for helping edit, and to Trey Xavier for the music: http://youtube.com/geargods 💖",6,0.9669501430816976,0.039189515765997,0.0040783253277902,1,Autos & Vehicles,great cars series
33,NKin_i1pcFA,2017-12-04 00:00:00,"The Spyker C8 Is the Quirkiest $250,000 Exotic Car in History",Doug DeMuro,2,2017-11-27 17:00:48,"spyker c8|""spyker""|""spyker c8 spyder""|""c8 spyder""|""spyker c12""|""spyker car""|""spyker sports car""|""weird car""|""exotic car""|""doug demuro""|""demuro""",1457307,29851,1032,7918,"GO READ MY COLUMN! https://www.autotrader.com/car-video/video-the-spyker-c8-spyder-is-the-quirkiest-250000-car-in-existence-271196\n\nI recently drove a Spyker C8 Spyder, which is tremendously quirky, weird, and cool. Today I'm reviewing the Spyker C8, and I'm showing you all the quirks and features of the Spyker C8 Spyder.\n\nFOLLOW ME!\nFacebook - http://www.facebook.com/ddemuro\nTwitter - http://www.twitter.com/dougdemuro\nInstagram - http://www.instagram.com/dougdemuro\n\nDOUGSCORE SPREADSHEET: https://docs.google.com/spreadsheets/d/1KTArYwDWrn52fnc7B12KvjRb6nmcEaU6gXYehWfsZSo",6,0.9665835572968948,0.0211918284891241,0.00543330952229,1,Autos & Vehicles,great cars series
34,sTvY9Llqtms,2017-12-07 00:00:00,I Built a FULL SIZE Tie Fighter/Silencer,colinfurze,2,2017-11-30 16:00:03,"colin|""furze""|""colinfurze""|""full size""|""tie fighter""|""tie silencer""|""star wars""|""the last jedi""|""epic""|""real life""|""actual size""|""visit""|""burley house""|""working""|""bb9e""|""droid""|""ebay""|""project""|""reveal""|""amazing""|""fans""|""kids""|""rougue one""|""the force awakens""|""kylo ren""|""spaceship""",1389924,50058,1125,3206,"What an epic project this has been, 46ft long 23ft wide and 14ft high the full steel construction looks as menacing as it does in the film.\nThis was an eBay project so everything was sourced from their site to bring this monster together, and to complete the ship James Bruton has made a FULLY WORKING BB-9E so this is just a Star Wars feast and you can come SEE IT YOURSELF. \n\nThe Tie fighter is on display at Burghley House in Stamford from Saturday the 2ND to Sunday the 10TH of December, I will be there on Sunday the 10th of December so come down and grab a selfie with me and the craft in real life.\n\nLocation details - The postcode is Stamford PE9 3JY or visit the Burghley house Facebook page or website \nhttps://www.burghley.co.uk\nhttps://www.facebook.com/burghleyhouseofficialpage/\n\nAlso check out eBay's video where the kids got a day they will never forget \n\nThis project would not be complete without James amazing droid so check his channel here to see him make it \nhttps://www.youtube.com/user/jamesbruton\n\nNext week's video shows how we built this monster so subscribe and check on my social channels for more\n\nTwitter https://twitter.com/colin_furze\nInstagram https://www.instagram.com/realcolinfurze/\nFacebook https://www.facebook.com/Colin-furze-521680751253584\n\nSee Last years AT-ACT project here\n\nBuild https://youtu.be/t8IYwnXgAj4\nReveal https://youtu.be/sE1mr8iCvA8\n\nThis project is being made with the support of eBay....Duh\nCheck out their HUGE selection of Star Wars products here\nhttps://www.ebay.co.uk/rpp/star-wars \n\nMusic \n\nIntro Music supplied by Disney/Lucas and is Clash Of The Mighty by Gareth Coker\n\n2nd track is by Alive Again and is called Always Forward \nhttps://aliveagain.bandcamp.com\nhttps://www.facebook.com/AliveAgainMusic/\nhttps://www.instagram.com/aliveagainmusic/\n\nThe Last track is Called 500 and is by Braincoats  \nhttps://www.facebook.com/BRAINCOATS/\nhttps://braincoats.bandcamp.com/\n\nIn a band, want your music on my videos! Send your tracks to furzemail@yahoo.co.uk as all music on this channel is from viewer's",6,0.9780200457183048,0.0368243155740889,0.002306600936454,1,Autos & Vehicles,
35,Xk_Gv89jzas,2017-11-27 00:00:00,Dominoes Pizza Delivery on Bike,ViralHog,2,2017-11-20 20:33:38,"2017|""Cars""|""NSFW – Language""|""viralhog""|""Australia""|""bike""|""bicycle""|""bikes""|""dominos""|""pizza""|""delivery""",4524,44,7,9,"Occurred on November 8, 2017 / Glenmore Park, Australia \n\nMy mates and I were driving through Glenmore park and we saw the delivery guy on the bike and honked at him. Then, he started waving.\n\n\nTO SEE THE HOTTEST VIRAL VIDEOS DAILY...\nSubscribe to us on YouTube: https://goo.gl/A0gBKk\nLike us on Facebook: https://goo.gl/XQWqJt\nFollow us on Instagram: https://goo.gl/NMq8dl\nFollow us on Twitter: https://goo.gl/pF8Xop\n\nViralHog is the resource for the best viral content.  \nSubmit your own great video and make money: https://goo.gl/yejGkm\n\nContact licensing@viralhog.com to license this or any ViralHog video.",6,0.8627450980392157,0.0112732095490716,0.0019893899204244,0,Autos & Vehicles,bike/motorcycle
36,01AEuxSlIMg,2018-02-01 00:00:00,Lexus LS 500 F SPORT / Marvel Studios’ Black Panther Commercial—Full Length,LexusVehicles,2,2018-01-25 09:00:00,"Lexus|""lexus ls""|""lexus lc""|""lexus super bowl""|""lexus black panther""|""lexus commercial""|""lexus marvel studios black panther""|""Lexus ls 500 f sport""|""all new lexus ls""|""2018 lexus ls""|""lexus sedan""|""lexus coupe""|""lexus car""|""lexus vehicles""|""lexus car commercial""|""lexus spot""|""lexus partner""|""chadwick boseman""|""Lexus Super Bowl Commercial""",275180,942,75,140,"Experience the action-packed full-length version of “Long Live The King,” the thrilling commercial from Lexus and Marvel Studios’ Black Panther featuring the all-new 2018 Lexus LS 500 F SPORT and King T’Challa (a.k.a. Black Panther). With amazing stunts and driving demonstrations, “Long Live The King” shows why the LS 500 F SPORT is the luxury performance sedan that takes the crown.\n\nSee more from Lexus in Marvel Studios’ Black Panther in theaters February 16.\n\nSee more: http://www.lexus.com/blackpanther\nGo to our website: http://www.lexus.com \nFind us on Facebook: http://www.facebook.com/lexus \nFind us on Google+: http://www.plus.google.com/... \nFollow us on Twitter: http://twitter.com/lexus \nFollow us on Instagram: http://instagram.com/lexususa\nLexus Drivers: http://drivers.lexus.com \nSEE: https://see.lexus.com\n \nAbout Lexus: Welcome to the official Lexus YouTube channel. This is your front-row seat to Experiencing Amazing.\n \nYouTube: http://www.youtube.com/lexus",6,0.9262536873156342,0.0036957627734573,0.0005087579039174,1,Autos & Vehicles,great cars series
37,rqTpMCq8uhk,2018-01-25 00:00:00,The Original Maserati Ghibli Proves Maserati Was Once Great,Doug DeMuro,2,2018-01-18 16:56:08,"maserati ghibli|""ghibli""|""original maserati ghibli""|""maserati ghibli ss""|""maserati""|""1970s maserati""|""1960s maserati""|""maserati ghibli 1971""|""doug demuro""|""demuro""",672513,15618,584,4094,"GO READ MY COLUMN! http://autotradr.co/Oversteer\n\nTHANKS TO TOMINI CLASSICS! http://www.tominiclassics.com/\n\nThe original Maserati Ghibli, from the 1960s and 1970s, shows us why Maserati used to be great -- even though Maserati isn't very desirable anymore. Today I'm reviewing a 1971 Maserati Ghibli SS to show you a time when Maserati used to be cool.\n\nFOLLOW ME!\nFacebook - http://www.facebook.com/ddemuro\nTwitter - http://www.twitter.com/dougdemuro\nInstagram - http://www.instagram.com/dougdemuro\n\nDOUGSCORE CHART: https://docs.google.com/spreadsheets/d/1KTArYwDWrn52fnc7B12KvjRb6nmcEaU6gXYehWfsZSo",6,0.963955067275645,0.0240917275948569,0.0060876146632109,1,Autos & Vehicles,great cars series
38,sefscV3GvWM,2018-02-09 00:00:00,Good Odds | Toyota,Toyota Global,2,2018-02-02 13:00:22,"Toyota|""Olympics""|""Paralympics""|""PyeongChang 2018""|""Winter""",842594,6068,327,554,"The odds of winning a Paralympic gold medal are almost 1 billion to 1. This film follows the journey of Lauren Woolstencroft, who beat the odds to win eight Paralympic gold medals. At Toyota, we believe when we are free to move, anything is possible. So we’re on a mission to make movement better for everyone.\n\n#StartYourImpossible\nLearn about all of our mobility ideas at MobilityForAll.com.\n\nhttp://www.ottobock.com.",6,0.94886630179828,0.0075896576524399,0.0006574934072637,1,Autos & Vehicles,great cars series
39,mUSv8b-V5I4,2018-02-06 00:00:00,"Here’s Why the 2018 Lincoln Navigator is Worth $100,000",Doug DeMuro,2,2018-01-30 16:58:07,"lincoln navigator|""navigator""|""lincoln navigator black label""|""navigator black label""|""2018 navigator""|""2018 lincoln navigator""|""2018 navigator black label""|""2018 lincoln""|""doug demuro""|""demuro""",1279582,26242,1466,9559,"GO READ MY COLUMN! http://autotradr.co/Oversteer\n\nThe 2018 Lincoln Navigator Black Label is a $100,000 Lincoln SUV. Here’s a tour of the first $100,000 Lincoln, and a review of the 2018 Navigator so you can see what you get when you spend $100,000 on a Lincoln Navigator.\n\nFOLLOW ME!\nFacebook - http://www.facebook.com/ddemuro\nTwitter - http://www.twitter.com/dougdemuro\nInstagram - http://www.instagram.com/dougdemuro\n\nDOUGSCORE CHART: https://docs.google.com/spreadsheets/d/1KTArYwDWrn52fnc7B12KvjRb6nmcEaU6gXYehWfsZSo",6,0.9470910928251768,0.0216539463668604,0.0074704083052121,1,Autos & Vehicles,great cars series
40,0YVbVXOjJv4,2018-02-08 00:00:00,2018 Kia Stinger  |  Steven Tyler Big Game Ad – Feel something again,Kia Motors America,2,2018-02-01 10:52:21,"Steven tyler|""fueled by youth""|""big game ad""|""football commercial""|""big game ad commercial""|""2018 big game ad""|""2018 kia stinger""|""kia stinger""|""stinger""|""sports car""|""2018 kia stinger gt""|""kia stinger gt""|""stinger gt""|""sports sedan""|""performance car""|""kia gt""|""kia sports car""|""kia sedan""|""new kia stinger""|""stinger kia""|""a state of mind""|""kia stinger gt2""|""2018 kia stinger gt2""|""big game commercial""",6345613,5155,281,636,"With 365 horsepower, the new 2018 Kia Stinger is a legend in the making. But what happens when it comes face to face with another legend: rock and roll icon Steven Tyler? Watch as Steven and the Stinger defy history in Kia’s 2018 Big Game ad.\n\nDid our commercial make you feel something? Then vote for it, along with your other favorites, on USA Today Admeter! www.admeter.usatoday.com\n\nhttps://www.kia.com/us/en/vehicle/stinger/2018/overview \n\nGet social with Kia:\nhttp://facebook.com/kia \nhttp://twitter.com/kia \nhttps://plus.google.com/+kia/posts \nhttp://www.pinterest.com/kiamotorsusa/\nhttp://instagram.com/kiamotorsusa/",6,0.9483075791022813,0.0008566548259403,0.0001002267235647,1,Autos & Vehicles,great cars series
41,jr7W7smqXg4,2018-02-08 00:00:00,WeatherTech Super Bowl® Commercial: American Factory,WeatherTech,2,2018-02-01 14:09:46,"WeatherTech|""Super Bowl""|""Big Game""|""Super Bowl Commercial""|""Big Game Commercial""|""Made in USA""|""American Factory""",607467,1727,149,2,"At WeatherTech, we built our new factory right her in America. Isn’t that the way it’s supposed to be?\nLearn more at: http://www.weathertech.com/behindtech/",6,0.9205756929637526,0.0030882335995206,3.2923599142011005e-06,1,Autos & Vehicles,
42,hivGryRKGvk,2018-01-09 00:00:00,[HOONIGAN] DT 190: $200 Miata Kart Build [Part 6] - Cage Build and Indoor Donuts,TheHoonigans,2,2018-01-02 08:00:02,"miata|""mazda""|""$200 mazda miata""|""custom build""|""death kart""|""kart""|""roll cage""|""build show""|""daily vlog""|""car vlog""|""fabrication""|""welding""|""custom fab work""|""custom fabrication""|""fabricator""|""metal work""|""the hoonigans""|""hoonigan""|""donut garage""|""garage life""|""long beach""|""california""|""car culture""",378901,11876,111,937,"https://www.hoonigan.com/ On today's episode of Daily Transmission, Danger Dan makes progress on the cage and celebrates with indoor donuts. \n\nThanks to:\nCosmis Wheels - @cosmisracingusa\n\nMusic:\nhttps://www.youtube.com/watch?v=y5K5_TwL35g&feature=youtu.be\n\nFollow Our Crew:\n@brianscotto\n@vin_tra\n@hertlife\n@mister_zachary\n@hngn.kikawa\n@jchase7452\n@joey_baggadonuts\n@brandonkado\n@teaguefleury\n@baker_ashley\n@larry_chen_foto\n@nadsynads\n\nWatch DT every Monday, Tuesday, Wednesday, Thursday and Friday.\n\nSUBSCRIBE and FOLLOW\nYT Subscribe: https://www.youtube.com/thehoonigans?...\nFB: https://www.facebook.com/TheHoonigans/\nIG: instagram.com/thehoonigans\nWebsite: Hoonigan.com\nTurn on notifications so you don’t miss out noob.\n\nStay fresh with the latest apparel: \nhttps://www.hoonigan.com/featured.html\n\nIntro Song: https://www.youtube.com/watch?v=9AGSWnN-mgQ\n\nWant your music featured in our videos? Hit us up at music@hoonigan.com to submit your tracks.",6,0.9907399682989906,0.031636232155629,0.0024729414807561,1,Autos & Vehicles,great cars series
43,Q1INhRBrwKM,2018-01-09 00:00:00,I Said I Would NEVER Do This To My Truck... BIG MODS INCOMING!,Street Speed 717,2,2018-01-02 04:29:12,"tj hunt|""tjhunt""|""salomondrin""|""doug demuro""|""tanner fox""|""cleetus""|""cleetus mcfarland""|""cleetusmcfarland""|""3d machines""|""3dmachines""|""jrgarage""|""jr garage""|""lance stewart""|""casey neistat""|""christian guzman""|""schmee 150""|""schmee150""|""1320 video""|""mr jww""|""jww""|""mightycarmods""|""mighty car mods""|""superspeedersrob""",236036,9351,317,1153,"CHECK OUT MY NEW SUNGLASSES!\nhttp://www.boostedshades.com/streetspeed717\nNEW KEY TAGS AVAILABLE HERE!!!\nhttps://motoloot.com/collections/street-speed-717-loot/products/street-speed-717-us-flag-keychain\n\nINSHANE DESIGNS MERCH AVAILABLE HERE!\nhttps://www.inshanedesigns.com\n\nKEY TAGS AVAILABLE HERE!\nhttps://motoloot.com/collections/street-speed-717-loot\nSHIRTS AVAILABLE HERE! https://www.inshanedesigns.com/product/streetspeed717-t-shirt/\nKEY TAGS AVAILABLE HERE!\nhttps://motoloot.com/collections/street-speed-717-loot\nhttps://motoloot.com/collections/diabloformularacing-loot\n\nCHECK OUT The Important Stuff!!! CLICK Show More Below!\nFOLLOW ME ON INSTAGRAM! https://www.instagram.com/streetspeed717/\nI Do not have a Facebook-\n\nWHERE TO BUY MY VINYL DECALS and POSTERS!!! Click The Link Below! \nhttp://inshanedesigns.com/\nhttps://www.inshanedesigns.com/product-category/vinyl-decals/\n\nSEND ME COOL SHIT! (If you want!)\nMike Streetspeed717\nP.O Box 126710\nHarrisburg PA, 17112\n\nSubscribe to the 717 Team!\nTroy's Channel! https://www.youtube.com/user/Trizzle126\nNick's Channel! https://www.youtube.com/user/gtrdude\nAndy's Channel! https://www.youtube.com/user/DiabloFormula\n\nHit Up Shane for Car Wraps!\nhttp://inshanedesigns.com/\nhttps://www.instagram.com/inshanedesigns/\n\nHit Up Andy for Performance Mods/Installs/and Tuning!\nhttps://www.youtube.com/user/DiabloFormula\nhttps://www.instagram.com/diabloformularacing/\n\nHit up Shane with Performance Diesel Warehouse for your truck Needs!\nHe's the guy who built my Duramax!\nAddress: 8211 Rabbit Ln, Grantville, PA 17028\nPhone: (717) 469-4378\n\nBig thank you to soundcloud artists! Music Info Below!\nhttps://pema.bandcamp.com/\nhttps://theartistunion.com/dyallas\nhttps://jordynedmonds.bandcamp.com/\nhttps://soundcloud.com/jordynedmonds",6,0.9672114191146048,0.040959853581657,0.0048848480740226,1,Autos & Vehicles,great cars series
44,fKpCAZy4IXg,2018-01-07 00:00:00,Thirty Car Pile up in the Snow || ViralHog,ViralHog,2,2017-12-31 05:26:22,"2017|""Cars""|""Crash""|""Fail""|""News""|""Trucks""|""USA""|""ViralHog""|""Weather""|""snow""|""ice""|""freeway""|""motorway""|""thirty""|""pile up""",101082,208,37,113,"Occurred on December 29, 2017 / Muskegon, Michigan USA\n\n My wife and I were involved in a thirty car pile up on Southbound US31 in Muskegon Michigan. We were able to avoid hitting anyone by driving in to the median so I shot video and gave a play by play of the cars crashing in. As the video is being shot we are hit three times. Cars, trucks, parts, and snow, flying everywhere.\n\nWATCH VIRALHOG VIDEOS EVERY DAY:\n\nSubscribe to us on YouTube: https://goo.gl/A0gBKk\nLike us on Facebook: https://goo.gl/XQWqJt\nFollow us on Instagram: https://goo.gl/NMq8dl\nFollow us on Twitter: https://goo.gl/pF8Xop\n\nSubmit your own great video and make money: https://goo.gl/yejGkm\n\nContact licensing@viralhog.com to license this or any ViralHog video.",6,0.8489795918367347,0.0024237747571278,0.0011179042757365,0,Autos & Vehicles,accident
45,MhneJpcGVD8,2017-11-30 00:00:00,Urus: A Super SUV with Super Sports Car DNA,Lamborghini,2,2017-11-24 16:43:25,"lamborghini|""urus""|""suv""",25839,470,13,53,"Lamborghini Chief Technical Officer Maurizio Reggiani describes the vision behind the Urus: the world’s first Super SUV, with pure Lamborghini super sports car DNA. https://lam.bo/MR_interview_yt\n\n#SinceWeMadeItPossible",5,0.9730848861283644,0.0186926738650876,0.0020511629707032,1,Autos & Vehicles,great cars series
46,RggWMGU2iYw,2017-12-13 00:00:00,CES 2018 Preview: Honda's New Robotics Concept,Honda,2,2017-12-07 11:00:03,"CES 2018 Honda's New Robotics Concept|""Honda""|""CES 2018""|""Consumer Electronics Show""|""Honda Innovation""|""Honda Robots""|""Honda Robotics""|""Honda 3E""|""Honda Concept""|""Robotics""|""AI""|""Mobility""|""Innovation""|""Technology""",73213,356,114,74,"Honda will unveil its new 3E (Empower, Experience, Empathy) Robotics Concept at CES 2018, demonstrating a range of experimental technologies engineered to advance mobility and make people’s lives better. Expressing a variety of functions and designs, the advanced robotic concepts demonstrate Honda’s vision of a society where robotics and AI can assist people in many situations, such as disaster recovery, recreation and learning from human interaction to become more helpful and empathetic.\n\nFor more Honda content, follow us on social at: \nFacebook – https://www.facebook.com/honda\nTwitter – https://twitter.com/honda\nInstagram – https://www.instagram.com/honda/\nGoogle+ – https://plus.google.com/110355594819754396833\nPinterest – https://www.pinterest.com/honda/\nTumblr – http://hondaloves.tumblr.com/\nSnapchat – https://snapchat.com/add/officialhonda\nLinkedIn – https://www.linkedin.com/company-beta/4097",5,0.7574468085106383,0.0064196249299987,0.0010107494570636,0,Autos & Vehicles,great cars series
